episode,title,publishedAt,durationSeconds,durationMinutes,guid,audioUrl,appleUrl
106,時代は変る 〜アイドルに認知されるオタク、人妻疑惑のあるオタク〜,2025-04-10,3105,52,17838bb4-15eb-11f0-97fd-6b40049100ed,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS6219540503.mp3?updated=1744279863,https://podcasts.apple.com/jp/podcast/106-%E6%99%82%E4%BB%A3%E3%81%AF%E5%A4%89%E3%82%8B-%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB%E3%81%AB%E8%AA%8D%E7%9F%A5%E3%81%95%E3%82%8C%E3%82%8B%E3%82%AA%E3%82%BF%E3%82%AF-%E4%BA%BA%E5%A6%BB%E7%96%91%E6%83%91%E3%81%AE%E3%81%82%E3%82%8B%E3%82%AA%E3%82%BF%E3%82%AF/id1680512344?i=1000702991802&uo=4
107,走れオタク／エロスは激怒した,2025-04-17,3505,58,259006d6-1b92-11f0-ab21-1ba78ef7ebdb,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS8221827160.mp3?updated=1744897797,https://podcasts.apple.com/jp/podcast/107-%E8%B5%B0%E3%82%8C%E3%82%AA%E3%82%BF%E3%82%AF-%E3%82%A8%E3%83%AD%E3%82%B9%E3%81%AF%E6%BF%80%E6%80%92%E3%81%97%E3%81%9F/id1680512344?i=1000703880456&uo=4
108,気づけよバカッ・・／あんなにキスするの嫌がってたのに,2025-04-24,2243,37,dd82dce4-20bc-11f0-8d52-b32eacc98006,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4816834742.mp3?updated=1745465900,https://podcasts.apple.com/jp/podcast/108-%E6%B0%97%E3%81%A5%E3%81%91%E3%82%88%E3%83%90%E3%82%AB%E3%83%83-%E3%81%82%E3%82%93%E3%81%AA%E3%81%AB%E3%82%AD%E3%82%B9%E3%81%99%E3%82%8B%E3%81%AE%E5%AB%8C%E3%81%8C%E3%81%A3%E3%81%A6%E3%81%9F%E3%81%AE%E3%81%AB/id1680512344?i=1000704715347&uo=4
109,お前、そんなにファンが減るのが怖いのか？,2025-05-01,3027,50,9c461826-2676-11f0-89d0-f3d99f636c7d,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS3062428882.mp3?updated=1746095432,https://podcasts.apple.com/jp/podcast/109-%E3%81%8A%E5%89%8D-%E3%81%9D%E3%82%93%E3%81%AA%E3%81%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%81%8C%E6%B8%9B%E3%82%8B%E3%81%AE%E3%81%8C%E6%80%96%E3%81%84%E3%81%AE%E3%81%8B/id1680512344?i=1000705678363&uo=4
110,カラタチ岡田とマラタチ大山,2025-05-08,2268,38,e8472422-2be9-11f0-8e0d-b7880cb597bf,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS6246315239.mp3?updated=1746694708,https://podcasts.apple.com/jp/podcast/110-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E5%B2%A1%E7%94%B0%E3%81%A8%E3%83%9E%E3%83%A9%E3%82%BF%E3%83%81%E5%A4%A7%E5%B1%B1/id1680512344?i=1000706789150&uo=4
111,例えば炎 VS カラタチ 〜舐めり舐められ絶叫の絶頂へ〜,2025-05-15,5166,86,d2139f62-3186-11f0-ac60-036d9f052f1d,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4534135241.mp3?updated=1747311858,https://podcasts.apple.com/jp/podcast/111-%E4%BE%8B%E3%81%88%E3%81%B0%E7%82%8E-vs-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81-%E8%88%90%E3%82%81%E3%82%8A%E8%88%90%E3%82%81%E3%82%89%E3%82%8C%E7%B5%B6%E5%8F%AB%E3%81%AE%E7%B5%B6%E9%A0%82%E3%81%B8/id1680512344?i=1000708584614&uo=4
112,呪われし大山 〜エロゲ陰謀論〜,2025-05-22,2535,42,76e35efc-36fe-11f0-9795-132443d9bc91,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4427768866.mp3?updated=1747913000,https://podcasts.apple.com/jp/podcast/112-%E5%91%AA%E3%82%8F%E3%82%8C%E3%81%97%E5%A4%A7%E5%B1%B1-%E3%82%A8%E3%83%AD%E3%82%B2%E9%99%B0%E8%AC%80%E8%AB%96/id1680512344?i=1000709416973&uo=4
113,ドクターK 〜命の讃歌〜,2025-05-29,4038,67,5740c122-3c88-11f0-a48c-db13e7997000,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS8212422981.mp3?updated=1748521973,https://podcasts.apple.com/jp/podcast/113-%E3%83%89%E3%82%AF%E3%82%BF%E3%83%BCk-%E5%91%BD%E3%81%AE%E8%AE%83%E6%AD%8C/id1680512344?i=1000710424603&uo=4
114,カラタチは居場所を失い大阪へ、山口さんは海外へ,2025-06-05,3305,55,39503c70-4204-11f0-9a49-17aa16866372,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS6670685099.mp3?updated=1749124957,https://podcasts.apple.com/jp/podcast/114-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AF%E5%B1%85%E5%A0%B4%E6%89%80%E3%82%92%E5%A4%B1%E3%81%84%E5%A4%A7%E9%98%AA%E3%81%B8-%E5%B1%B1%E5%8F%A3%E3%81%95%E3%82%93%E3%81%AF%E6%B5%B7%E5%A4%96%E3%81%B8/id1680512344?i=1000711676324&uo=4
115,大阪スパ物語 / 夢みなきゃ生きてる意味ねえんだよ,2025-06-12,3928,65,f8015ffa-476d-11f0-94df-ab4aa0c48982,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS3734134011.mp3?updated=1749720130,https://podcasts.apple.com/jp/podcast/115-%E5%A4%A7%E9%98%AA%E3%82%B9%E3%83%91%E7%89%A9%E8%AA%9E-%E5%A4%A2%E3%81%BF%E3%81%AA%E3%81%8D%E3%82%83%E7%94%9F%E3%81%8D%E3%81%A6%E3%82%8B%E6%84%8F%E5%91%B3%E3%81%AD%E3%81%88%E3%82%93%E3%81%A0%E3%82%88/id1680512344?i=1000712571284&uo=4
116,大山さんを護りたい 〜9番街レトロ京極の献身〜,2025-06-19,4450,74,b49ff5da-4cfb-11f0-ae42-0b4466e0ac5c,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS8145479087.mp3?updated=1750330740,https://podcasts.apple.com/jp/podcast/116-%E5%A4%A7%E5%B1%B1%E3%81%95%E3%82%93%E3%82%92%E8%AD%B7%E3%82%8A%E3%81%9F%E3%81%84-9%E7%95%AA%E8%A1%97%E3%83%AC%E3%83%88%E3%83%AD%E4%BA%AC%E6%A5%B5%E3%81%AE%E7%8C%AE%E8%BA%AB/id1680512344?i=1000713558152&uo=4
117,清水さんと山口さん,2025-06-26,2638,44,ff56fa34-5268-11f0-a4eb-8b95ecf5e83e,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS8735407092.mp3?updated=1750927437,https://podcasts.apple.com/jp/podcast/117-%E6%B8%85%E6%B0%B4%E3%81%95%E3%82%93%E3%81%A8%E5%B1%B1%E5%8F%A3%E3%81%95%E3%82%93/id1680512344?i=1000714644223&uo=4
118,天国のじいちゃんへ,2025-07-03,2584,43,88af340a-580d-11f0-b009-47738fc9f495,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4362995884.mp3?updated=1751547862,https://podcasts.apple.com/jp/podcast/118-%E5%A4%A9%E5%9B%BD%E3%81%AE%E3%81%98%E3%81%84%E3%81%A1%E3%82%83%E3%82%93%E3%81%B8-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000715596854&uo=4
119,自戒せよ！怖きオタクども！,2025-07-10,2363,39,5413fa80-5d87-11f0-9a92-8f031636fe09,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS8560292156.mp3?updated=1752149927,https://podcasts.apple.com/jp/podcast/119-%E8%87%AA%E6%88%92%E3%81%9B%E3%82%88-%E6%80%96%E3%81%8D%E3%82%AA%E3%82%BF%E3%82%AF%E3%81%A9%E3%82%82-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000716670129&uo=4
120,逆襲の前田とモテキの大山,2025-07-17,2803,47,5a815d50-630d-11f0-99ea-1b307982110d,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS7065184351.mp3?updated=1753926615,https://podcasts.apple.com/jp/podcast/120-%E9%80%86%E8%A5%B2%E3%81%AE%E5%89%8D%E7%94%B0%E3%81%A8%E3%83%A2%E3%83%86%E3%82%AD%E3%81%AE%E5%A4%A7%E5%B1%B1/id1680512344?i=1000717753150&uo=4
121,ドスケベ親父は憤慨する / オタクは＜自主規制＞,2025-07-24,2515,42,43c9a7c2-6888-11f0-abc9-5bde5f5f22f5,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS6062411295.mp3?updated=1753923454,https://podcasts.apple.com/jp/podcast/121-%E3%83%89%E3%82%B9%E3%82%B1%E3%83%99%E8%A6%AA%E7%88%B6%E3%81%AF%E6%86%A4%E6%85%A8%E3%81%99%E3%82%8B-%E3%82%AA%E3%82%BF%E3%82%AF%E3%81%AF-%E8%87%AA%E4%B8%BB%E8%A6%8F%E5%88%B6/id1680512344?i=1000718846573&uo=4
122,国宝,2025-07-31,2902,48,d5b0f5ba-6df0-11f0-9cca-37220c1dfb23,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4117761800.mp3?updated=1753984838,https://podcasts.apple.com/jp/podcast/122-%E5%9B%BD%E5%AE%9D/id1680512344?i=1000720005405&uo=4
123,珍宝,2025-08-07,2405,40,3633b370-7385-11f0-9c44-6b68bb68438a,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4094485933.mp3,https://podcasts.apple.com/jp/podcast/123-%E7%8F%8D%E5%AE%9D/id1680512344?i=1000721039788&uo=4
124,ひと夏の思い出 ～カラタチ最果てフェスとチャンス大城さん～,2025-08-14,3032,51,503fa7fe-7909-11f0-b063-9b7dfe1ce940,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS2124840797.mp3,https://podcasts.apple.com/jp/podcast/124-%E3%81%B2%E3%81%A8%E5%A4%8F%E3%81%AE%E6%80%9D%E3%81%84%E5%87%BA-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E6%9C%80%E6%9E%9C%E3%81%A6%E3%83%95%E3%82%A7%E3%82%B9%E3%81%A8%E3%83%81%E3%83%A3%E3%83%B3%E3%82%B9%E5%A4%A7%E5%9F%8E%E3%81%95%E3%82%93/id1680512344?i=1000721948374&uo=4
125,ロミオとジュリエットとムカデ人間,2025-08-21,2907,48,e9218cb2-7e8b-11f0-8591-6f3df1c4204f,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS5655136399.mp3,https://podcasts.apple.com/jp/podcast/125-%E3%83%AD%E3%83%9F%E3%82%AA%E3%81%A8%E3%82%B8%E3%83%A5%E3%83%AA%E3%82%A8%E3%83%83%E3%83%88%E3%81%A8%E3%83%A0%E3%82%AB%E3%83%87%E4%BA%BA%E9%96%93/id1680512344?i=1000722951083&uo=4
126,BIOHAZARD 〜最果てウイルスとムカデ人間ふたたび〜,2025-08-28,2325,39,9a7e4488-8408-11f0-9f71-a3210922ca0a,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS9372256194.mp3,https://podcasts.apple.com/jp/podcast/126-biohazard-%E6%9C%80%E6%9E%9C%E3%81%A6%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9%E3%81%A8%E3%83%A0%E3%82%AB%E3%83%87%E4%BA%BA%E9%96%93%E3%81%B5%E3%81%9F%E3%81%9F%E3%81%B3/id1680512344?i=1000723878126&uo=4
127,笑ってよ僕のために / タイパの時代,2025-09-04,2101,35,d985be72-8985-11f0-93fc-b3ad5ce9b2f7,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS1654690542.mp3,https://podcasts.apple.com/jp/podcast/127-%E7%AC%91%E3%81%A3%E3%81%A6%E3%82%88%E5%83%95%E3%81%AE%E3%81%9F%E3%82%81%E3%81%AB-%E3%82%BF%E3%82%A4%E3%83%91%E3%81%AE%E6%99%82%E4%BB%A3/id1680512344?i=1000724980953&uo=4
128,配信停止 Part II,2025-09-11,2296,38,d966a0fa-8ee9-11f0-acd4-a7082d44c5a1,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS9108094418.mp3,https://podcasts.apple.com/jp/podcast/128-%E9%85%8D%E4%BF%A1%E5%81%9C%E6%AD%A2-part-ii/id1680512344?i=1000726192932&uo=4
129,都合のいいマフレだった僕が東京で幼馴染と再会した件,2025-09-18,2058,34,7f14b6fc-947d-11f0-9801-27ce20028ae7,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS9043803423.mp3,https://podcasts.apple.com/jp/podcast/129-%E9%83%BD%E5%90%88%E3%81%AE%E3%81%84%E3%81%84%E3%83%9E%E3%83%95%E3%83%AC%E3%81%A0%E3%81%A3%E3%81%9F%E5%83%95%E3%81%8C%E6%9D%B1%E4%BA%AC%E3%81%A7%E5%B9%BC%E9%A6%B4%E6%9F%93%E3%81%A8%E5%86%8D%E4%BC%9A%E3%81%97%E3%81%9F%E4%BB%B6/id1680512344?i=1000727335942&uo=4
130,我が子を抱いたときの温もりを知ってる人間が言っていい言葉じゃないよ絶対,2025-09-25,2121,35,7d968e02-99e8-11f0-9eea-4fa1aef19bd9,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS5859279588.mp3,https://podcasts.apple.com/jp/podcast/130-%E6%88%91%E3%81%8C%E5%AD%90%E3%82%92%E6%8A%B1%E3%81%84%E3%81%9F%E3%81%A8%E3%81%8D%E3%81%AE%E6%B8%A9%E3%82%82%E3%82%8A%E3%82%92%E7%9F%A5%E3%81%A3%E3%81%A6%E3%82%8B%E4%BA%BA%E9%96%93%E3%81%8C%E8%A8%80%E3%81%A3%E3%81%A6%E3%81%84%E3%81%84%E8%A8%80%E8%91%89%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E3%82%88%E7%B5%B6%E5%AF%BE/id1680512344?i=1000728378618&uo=4
131,決戦！相席スタート山添お兄ちゃん VS 勃起ワーカー前田,2025-10-02,4797,80,7ed696d0-9f7f-11f0-bb8c-3770e8fb98c5,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS4887224286.mp3,https://podcasts.apple.com/jp/podcast/131-%E6%B1%BA%E6%88%A6-%E7%9B%B8%E5%B8%AD%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E5%B1%B1%E6%B7%BB%E3%81%8A%E5%85%84%E3%81%A1%E3%82%83%E3%82%93-vs-%E5%8B%83%E8%B5%B7%E3%83%AF%E3%83%BC%E3%82%AB%E3%83%BC%E5%89%8D%E7%94%B0/id1680512344?i=1000729693457&uo=4
132,推しがいたから c/w 未来予想図II,2025-10-09,2151,36,d4ca5c58-a505-11f0-b0e4-63ba07ea2e88,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS9548380058.mp3,https://podcasts.apple.com/jp/podcast/132-%E6%8E%A8%E3%81%97%E3%81%8C%E3%81%84%E3%81%9F%E3%81%8B%E3%82%89-c-w-%E6%9C%AA%E6%9D%A5%E4%BA%88%E6%83%B3%E5%9B%B3ii-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000730976544&uo=4
133,永遠に続くと思っていた 〜援軍オダウエダ〜,2025-10-16,3520,59,c8f6890e-aa93-11f0-9ec8-a742103afcb4,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS8395201516.mp3,https://podcasts.apple.com/jp/podcast/133-%E6%B0%B8%E9%81%A0%E3%81%AB%E7%B6%9A%E3%81%8F%E3%81%A8%E6%80%9D%E3%81%A3%E3%81%A6%E3%81%84%E3%81%9F-%E6%8F%B4%E8%BB%8D%E3%82%AA%E3%83%80%E3%82%A6%E3%82%A8%E3%83%80-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000732144087&uo=4
134,大山くん安心して！ 〜ヒーロー松崎克俊はやってくる〜,2025-10-23,3567,59,ac5efff2-b005-11f0-a010-d3692fdb0017,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS6011542005.mp3,https://podcasts.apple.com/jp/podcast/134-%E5%A4%A7%E5%B1%B1%E3%81%8F%E3%82%93%E5%AE%89%E5%BF%83%E3%81%97%E3%81%A6-%E3%83%92%E3%83%BC%E3%83%AD%E3%83%BC%E6%9D%BE%E5%B4%8E%E5%85%8B%E4%BF%8A%E3%81%AF%E3%82%84%E3%81%A3%E3%81%A6%E3%81%8F%E3%82%8B-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000733136380&uo=4
135,LOVE AFFAIR 〜Aマッソ加納さんは、推しに少し似ていた〜,2025-10-30,2699,45,7e490dea-b57f-11f0-bf06-97899498e972,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS2058548804.mp3,https://podcasts.apple.com/jp/podcast/135-love-affair-a%E3%83%9E%E3%83%83%E3%82%BD%E5%8A%A0%E7%B4%8D%E3%81%95%E3%82%93%E3%81%AF-%E6%8E%A8%E3%81%97%E3%81%AB%E5%B0%91%E3%81%97%E4%BC%BC%E3%81%A6%E3%81%84%E3%81%9F-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000734198197&uo=4
136,そして誰もいなくなった / 俺には武元唯衣という神しかいない,2025-11-06,1303,22,964fc1c4-baff-11f0-9ed9-5f7f36f19d87,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS1800993165.mp3,https://podcasts.apple.com/jp/podcast/136-%E3%81%9D%E3%81%97%E3%81%A6%E8%AA%B0%E3%82%82%E3%81%84%E3%81%AA%E3%81%8F%E3%81%AA%E3%81%A3%E3%81%9F-%E4%BF%BA%E3%81%AB%E3%81%AF%E6%AD%A6%E5%85%83%E5%94%AF%E8%A1%A3%E3%81%A8%E3%81%84%E3%81%86%E7%A5%9E%E3%81%97%E3%81%8B%E3%81%84%E3%81%AA%E3%81%84-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000735542687&uo=4
137,悪魔の双子ダイタク、前田と不在の大山にメチャクチャ言う,2025-11-13,4118,69,94eeb6a6-c08a-11f0-b78c-27b72605793a,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS5963932861.mp3,https://podcasts.apple.com/jp/podcast/137-%E6%82%AA%E9%AD%94%E3%81%AE%E5%8F%8C%E5%AD%90%E3%83%80%E3%82%A4%E3%82%BF%E3%82%AF-%E5%89%8D%E7%94%B0%E3%81%A8%E4%B8%8D%E5%9C%A8%E3%81%AE%E5%A4%A7%E5%B1%B1%E3%81%AB%E3%83%A1%E3%83%81%E3%83%A3%E3%82%AF%E3%83%81%E3%83%A3%E8%A8%80%E3%81%86-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000736590570&uo=4
138,ラスボス囲碁将棋 文田 VS カラタチ前田 〜お前は唯衣ちゃんと幸せになる覚悟はあるのか〜,2025-11-20,3825,64,6bccee90-c603-11f0-830b-17a0c21fe4b0,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS7940988288.mp3,https://podcasts.apple.com/jp/podcast/138-%E3%83%A9%E3%82%B9%E3%83%9C%E3%82%B9%E5%9B%B2%E7%A2%81%E5%B0%86%E6%A3%8B-%E6%96%87%E7%94%B0-vs-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E5%89%8D%E7%94%B0-%E3%81%8A%E5%89%8D%E3%81%AF%E5%94%AF%E8%A1%A3%E3%81%A1%E3%82%83%E3%82%93%E3%81%A8%E5%B9%B8%E3%81%9B%E3%81%AB%E3%81%AA%E3%82%8B%E8%A6%9A%E6%82%9F%E3%81%AF%E3%81%82%E3%82%8B%E3%81%AE%E3%81%8B-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000737580181&uo=4
139,シシガシラ脇田とカラタチ前田 〜唯衣ちゃんに似たあの人へ〜,2025-11-27,4572,76,4936b698-cb82-11f0-a9ba-73526e3ed58a,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS2226280004.mp3,https://podcasts.apple.com/jp/podcast/139-%E3%82%B7%E3%82%B7%E3%82%AC%E3%82%B7%E3%83%A9%E8%84%87%E7%94%B0%E3%81%A8%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E5%89%8D%E7%94%B0-%E5%94%AF%E8%A1%A3%E3%81%A1%E3%82%83%E3%82%93%E3%81%AB%E4%BC%BC%E3%81%9F%E3%81%82%E3%81%AE%E4%BA%BA%E3%81%B8-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000738660095&uo=4
140,カラタチ,2025-12-04,3273,55,79a920d0-d114-11f0-a326-07eda68622ca,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS1119653528.mp3,https://podcasts.apple.com/jp/podcast/140-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000739677867&uo=4
141,どんな女の子も唯衣ちゃんには敵わないんだよバカコンボイ！M-1が怖くて休むわけねえだろ箕輪！M-1ラストイヤーまで待ってよ唯衣ちゃん！,2025-12-11,2978,50,568bc9b0-d68f-11f0-964e-bfea58648a35,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS9663583288.mp3,https://podcasts.apple.com/jp/podcast/141-%E3%81%A9%E3%82%93%E3%81%AA%E5%A5%B3%E3%81%AE%E5%AD%90%E3%82%82%E5%94%AF%E8%A1%A3%E3%81%A1%E3%82%83%E3%82%93%E3%81%AB%E3%81%AF%E6%95%B5%E3%82%8F%E3%81%AA%E3%81%84%E3%82%93%E3%81%A0%E3%82%88%E3%83%90%E3%82%AB%E3%82%B3%E3%83%B3%E3%83%9C%E3%82%A4-m-1%E3%81%8C%E6%80%96%E3%81%8F%E3%81%A6%E4%BC%91%E3%82%80%E3%82%8F%E3%81%91%E3%81%AD%E3%81%88%E3%81%A0%E3%82%8D%E7%AE%95%E8%BC%AA-m/id1680512344?i=1000740842871&uo=4
142,太陽みたいな人になりたかった / X'mas Express,2025-12-18,1923,32,73340510-dc06-11f0-923c-9359550825e2,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS2167088572.mp3,https://podcasts.apple.com/jp/podcast/142-%E5%A4%AA%E9%99%BD%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AA%E4%BA%BA%E3%81%AB%E3%81%AA%E3%82%8A%E3%81%9F%E3%81%8B%E3%81%A3%E3%81%9F-xmas-express-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000741827231&uo=4
143,M-1ラストイヤーに向けて / 聖夜に夢を,2025-12-25,2721,45,08fd4dfc-e195-11f0-93e3-03a22fd1e5ca,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS6370064063.mp3,https://podcasts.apple.com/jp/podcast/143-m-1%E3%83%A9%E3%82%B9%E3%83%88%E3%82%A4%E3%83%A4%E3%83%BC%E3%81%AB%E5%90%91%E3%81%91%E3%81%A6-%E8%81%96%E5%A4%9C%E3%81%AB%E5%A4%A2%E3%82%92-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000742694882&uo=4
144,本気で恋するんだよ！そして本気で傷つくんだよ！それがオタクだろ！,2026-01-01,2775,46,dbf5a402-e703-11f0-93f6-3760a01858ee,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS2264435554.mp3,https://podcasts.apple.com/jp/podcast/144-%E6%9C%AC%E6%B0%97%E3%81%A7%E6%81%8B%E3%81%99%E3%82%8B%E3%82%93%E3%81%A0%E3%82%88-%E3%81%9D%E3%81%97%E3%81%A6%E6%9C%AC%E6%B0%97%E3%81%A7%E5%82%B7%E3%81%A4%E3%81%8F%E3%82%93%E3%81%A0%E3%82%88-%E3%81%9D%E3%82%8C%E3%81%8C%E3%82%AA%E3%82%BF%E3%82%AF%E3%81%A0%E3%82%8D-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000743411551&uo=4
145,オタクはみんな生きている,2026-01-08,3035,51,b2e0506c-ec6c-11f0-a6f6-e31d770cea2f,https://pdst.fm/e/pscrb.fm/rss/p/traffic.megaphone.fm/TBS9337846149.mp3,https://podcasts.apple.com/jp/podcast/145-%E3%82%AA%E3%82%BF%E3%82%AF%E3%81%AF%E3%81%BF%E3%82%93%E3%81%AA%E7%94%9F%E3%81%8D%E3%81%A6%E3%81%84%E3%82%8B-%E3%82%AB%E3%83%A9%E3%82%BF%E3%83%81%E3%81%AE%E6%9C%80%E6%9E%9C%E3%81%A6%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BB%E3%82%A4/id1680512344?i=1000744268037&uo=4
